Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
0.04569447524793159,0.022011520113367985,-0.02859821015195973,0.1562373225977707,-0.28853062399605667,-0.29709509253978195,0.04366362616204008,0.04584092877736001,-0.5198314118622732,0.27226726587719396,0.17279983233539317,0.28393160743536233,-0.1566783405397635,0.10619983578042366,0.284593745262704,-0.16439386962530186,SIRA
0.4508829461981759,0.4941752421294938,0.5835292110732202,-0.025811162304595982,1.4170765398126017,1.2612706649882062,0.4465143411898016,0.44746956264481275,0.25002937634132744,0.030488291713294483,-0.8298766876774837,-1.3687779932279571,0.04394269343789508,-0.7246281585045943,-1.3551066218323153,-0.8076799171576808,HOROZ
-0.8160274529067562,-0.7267494299699861,-0.5160074699905908,-1.1236036666045341,0.1352069673368175,0.1348337208068579,-0.8131936715223416,-0.8359687871451521,-0.7413757387105704,0.34985655338246907,0.3106411064161166,-0.1146153443384785,1.2111979352105846,0.2827419562952105,-0.11463750201837879,0.7412255892623704,DERMASON
1.3063349462340068,1.3109741700043516,1.2341310797382046,1.4990353234954314,0.3343555065410206,0.32807590523176033,1.3003769881159277,1.4086461377017863,0.131034684581046,-0.26825571393380954,-0.5144052288377471,-0.3498493571894734,-1.7849720970088645,-1.0199503322331596,-0.3493920416037736,-0.8994479218315906,BOMBAY
-0.7812170907777725,-0.7256351965168804,-0.5785924138655683,-0.9162595850228742,-0.18799926983924772,-0.19217850497863448,-0.7796880798601175,-0.7996686259382091,-0.5926230970863262,0.49369228882480476,0.49526771426362953,0.1986391869927422,0.9730319483645944,0.4202971725462798,0.19901978845899015,0.52618609986162,DERMASON
0.48846804120296494,0.5201097015988467,0.1861316870283212,0.840225068072226,-0.715561296833738,-0.7578458754857446,0.4942198431519683,0.4842676520259825,-0.3442475950467243,-1.0471642898987557,-0.8170205912410985,0.7158546297756965,-0.8004068657897996,0.08624811761358472,0.7187910931944642,0.041948592774392744,BARBUNYA
-0.11296551679319958,-0.22173456236476496,-0.42711643073795474,0.4135422779563499,-1.4638104483101488,-1.5335551460151642,-0.11803746207024136,-0.11378758069690237,0.4595304161054906,0.9341035298303577,1.0792904445639984,1.5040182232423824,-0.4198251977874361,0.7412084522746588,1.5129891480473228,0.90943162397431,SEKER
-0.24664529784597028,-0.22072602985377737,-0.21500853968682146,-0.20957288404392552,-0.24786051699678865,-0.2544756021883365,-0.23948897854890033,-0.2492715777393059,1.0634803097012835,-0.4806629948728765,0.17816543627740508,0.22248750277162296,0.23304629812202088,0.20694064623025407,0.22294017862699347,-0.7912895517928566,SIRA
1.3063349462340068,1.3109741700043516,1.2341310797382046,1.4990353234954314,0.6787976553953893,0.6467134270250036,1.3003769881159277,1.4086461377017863,1.022145076770124,-0.4919536773262206,-0.3790367309156485,-0.7134619155122968,-1.7849720970088645,-1.1801850948800428,-0.7106160395100596,-1.1855318400528763,BOMBAY
0.8853662782099699,0.7514441343319843,0.7146065874237334,0.9039629623577784,0.613515103255511,0.5878651814075813,0.9020482576729536,0.8678428169816975,0.25844038057718444,-1.3810714837256755,-0.36770156400480764,-0.6879524892036111,-0.7906184441789322,-0.6450241410476705,-0.6853478886410067,-1.1855318400528763,CALI
